url,wā,title,ingoa_kaikōrero,paragraph_number,kōrero_waenga
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,3,"['\r\n          Hoi anō ko tāku kei taku rahi, koutou kua eke mai ki raro i te kāhui o tērā kōrero, mai i Maketū ki Tongariro; tēnā koutou, haere mai. Ēhara i te mea māku koutou e whakatau ēngari, hara mai ki tōku kāinga tuarua. Hāunga te taha ki Te Awahou, ki Waitetī, ki Ngongotahā, ki Ngāti Rangiwewehi tonu, haere mai ki te kāinga tuarua o Te Ururoa, ā, tēnā koutou, tēnā koutou, tēnā koutou katoa.\r\n        ']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,4,"['\r\n          I a au e tū nei, poto noa iho taku kōrero i te mea, kua kōrerohia katoatia ngā kōrero. Ko te wāhi ki a au, i a au e tū nei, e, ka hoki ngā mahara ki te hunga kāre i konei i tēnei rangi, nā runga i te āhuatanga o te mea, i te tīmatanga mai o te whakakotahitanga o ngā iwi e toru, i puta te whakaaro o ngā pakeke ō roto o Ngāti Rangiwewehi i tērā wā, kia haere atu a Ngāti Rangiwewehi ki te toro i a Tapuika, a Ngāti Rangiteaorere, nā runga i te āhuatanga o te ara whanaunga. \r\n        ']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,5,"['\r\n          Ka hoki ngā mahara ki te wā i tae atu ahau, ko Huka tērā, i haere atu ki roto o Tapuika. I whakatakotohia te kōrero, te tono ki tērā o ngā marae a Makahae, kia whakakotahi nei i te āhuatanga o ngā kerēme katoa, kia anga whakamua te kaupapa nei. Nā, nā wai, nā wai, nā wai, anā, koinei te otinga mai i tēnei rangi tonu nei. Ka hoki ngā mahara ki te haerenga ki runga o Rangiteaorere, o Ngāti Rangiteaorere, i pērā rawa te āhuatanga o te tono. Kāre au i te tino mōhio mēnā i reira au i tērā hui ēngari, kua tae atu au ki tērā o ngā marae o Waiōhewa. Nō reira, koinei te tangi o te ngākau mō te hunga kāre i konei i tēnei rā. Me haere mai koutou me ngā mate huhua ō roto o Tapuika. Me haere mai koutou me ngā mate huhua ō roto i a koutou o Ngāti Rangiteaorere. Ēngari me whakahuihui anō rā rātau katoa i tēnei rangi i te mea, kātahi te rangi ātaahua, hāunga te ua i waho rā. Ēngari ko te kaupapa nei, me kī, ko te otinga mai o ngā mahi nui, o ngā mahi roa i ngā tau kua hipa ake. \r\n        ']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,6,"['\r\n          Ka huri atu rā ki te Minita, e kōrero nei. Ā, ka pai tana mōhio ki ngā kōrero mōku mō Rangiwewehi. E mōhio nei ia mō te taniwha nei o Pekehauā. Ka pai hoki e te Minita, ka nui te mihi ki a koe me te tautoko i ngā mihi a te tangata nei a Tau Hēnare ki a koe, mōu i kaha nei ki te whakatutuki i ngā wawata o ngā iwi katoa o te motu, kia tutuki pai wā rātau kerēme. Ā, i ngā tau kua hipa ake e hoa mā, ko tāku ki te Minita, he kongakonga noa iho tērā ka whakahokia ki roto i ngā ringaringa o ngā iwi ēngari, i tōna mutunga mai ko ngā take ō roto i tēnei Whare Pāremata, he take mā tēnā iwi tēnā e whai atu, mā tēnā iwi e whai atu, ā, mēnā ka tutuki, ka pai. Ki te kore, ā, hoi anō koinei te āhuatanga o tēnei mea o te wānanga. \r\n        ']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,7,"['\r\n          Nō reira, e hoa mā wā tātau mate. Kua kite atu i te āhuatanga o te hunga kei ngā whakaahua kei a koutou, ka tangi ake, ka tangi ake, ka tangi ake. Ē, me te kī atu ki tōku ake rahi, e aroha atu ana ki te āhuatanga o ā tātau mate i ngā wiki tata kua hipa ake me te parekura nui kua eke mai ki runga i a tātau i te kāinga. Nō reira, kei te kite atu i a Haami, koinā te tangata nāna tēnei kaupapa i āki i tōna tīmatanga mai. Kei te kite atu i a Te Meihana, i whai tonu a ia i ngā tapuwae o Te Haami. Ka kite atu i a Hukarere, ko ia tērā i haere ki ngā huihuinga katoa o te iwi. Nōnātata nei ko Marla. Ko ia tērā e noho nei hei pou mō tō tātau pakeke a Haami. Kei te kite atu i a Ngāti Rangiwewehi ki tai, ā, ko te hononga anō rā ki a Ngāti Rangiwewehi ki uta, tēnā tātau katoa. Nō reira, kāti ake. \r\n        ']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,8,"['\r\n          Ka nui te mihi ki a tātau katoa otirā, ki te wahine rā poto nei, ki a koe Patsy. Tēnā koe i kaha āki nei i ngā kaupapa kōrero kia eke ki tēnei taumata. Ko te pai o te wahine, ka noho, ka āta whakarongo, ka āta wetewete i ngā take ka mutu, ka puta tētahi whakatau. Nō reira, ki taku mōhio kua rongo au i ngā kōrero i Ngati Moko, kua rongo anō hoki i ngā kōrero ki ngā iwi e toru nei. Ko koe te wahine mō te āta whakakotahi nei i ngā kōrero. Ka nui te mihi ki a koe. Nō reira, kāti ake. \r\n        ']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,9,"['\r\n          Taku kupu whakamutunga e pēnei ana ki a tātau katoa. Ēhara au i te atua ēngari, he kōrero noa ake. Kua mutu te āhuatanga o te uauatanga ki te eke ki tēnei kaupapa, ki tēnei rangi tonu nei. Ko tāku ko te pātai, he aha āpōpō? He aha ā tahi rā? He aha ā ngā wiki? He aha ā ngā marama kai mua i te aroaro, hei painga mō ngā tamariki, mokopuna. Ko au tērā i te mura o te ahi i ngā tau kua hipa ake. Ēhara i te mea, i tino rata nei au ki ngā kōrero katoa e pā ana ki tō tātau kerēme ēngari, waihotia ake tērā ki roto i ngā ringaringa o te hunga nā rātau tēnei kaupapa i kōkiri. Ko te āwangawanga nui ō roto i te ngākau, ka pēhea āpōpō, ā tahi rā, ā ngā tau kei mua i te aroaro. Āe, kua whiwhi i te pūtea. Āe, kua whiwhi i ētahi whenua ēngari, kāre he take o ērā ki te kore tātau e whakatipu kia kitea mai ai tētahi painga mō ngā tamariki, mokopuna. Nō reira, tēnei te whakatau atu, kia kaha tātau ki te whakariterite i ētahi kaupapa mō ngā tamariki, mokopuna. Ēhara i te mea koinei te mutunga mai, tērā pea he pai kē te kī, koinei te tīmatanga mai. Koinei te tīmatanga mai mō ngā rā kei mua i te aroaro. \r\n        ']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,10,"['\r\n          Nō reira, e harikoa ana, ā kō ake nei kua hākari tātau ēngari, ka hoki ngā mahara ki ngā hui, ka hoki ngā mahara ki te hunga kua ngaro, ka hoki ngā mahara ki ngā tohe otirā, ka hoki ngā mahara ki ngā whakatau i puta. Kai taku iti, kai taku rahi huri noa i tō tātau Whare, tēnā koutou, tēnā koutou, tēnā tātau katoa. Kia kaha, kia toa, ā ngā rā kei mua i te aroaro. Ngāti Rangiwewehi kei a tātau te waiata, ka mutu, ka huri haere, kia eke ki te kotahi karaka. Tapuika, kia māmā mai tā koutou waiata. \r\n        ']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,11,"['\r\n          [', <em>Greetings to you, Mr Deputy Speaker, and thank you for that decision of yours. Salutations to us all who have arrived here today at Parliament House, and to my fellow members of Parliament expressing their sentiments about me, Ngāti Rangiwewehi, Tapuika, and the circumstances relating to Ngāti Rangiteaorere. I thank you all. The problem really is that I am from within these tribes. The heart is somewhat apprehensive, should some say to me: “Is that right? Well, well, this person here is going on about his benefits.” Ngāti Rangiwewehi is a humble tribe. They do not boast about themselves or about their own benefits. And so, I must follow the example of my elders and ancestors, and speak modestly about my tribe. </em>, <strong></strong>]"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,12,"['\n', <em>So my greetings to you my great ones who have arrived here under the mantle of that aphorism, from Maketū to Tongariro; greetings to you collectively and welcome. It is not really for me to officially welcome you, but I do so to my second home. Apart from the Te Awahou, Waitetī, Ngongotahā side, and Ngāti Rangiwewehi itself, welcome to the second home of Te Ururoa. And so, greetings, salutations, and acknowledgments to you all. </em>, '\n', <strong></strong>, '\n']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,13,"['\n', <em>As I stand here before you, I need to stress that my address is to be but a brief one because everything has been addressed. The part for me then, as I am on my feet, is to reflect on those who are not here today. Because of the situation at the beginning, when the three tribes were getting together, it came to the elders at the time within Ngāti Rangiwewehi that it should visit Tapuika and Ngāti Rangiteaorere, because of the kinship ties. </em>, '\n', <strong></strong>, '\n']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,14,"['\n', <em>The thoughts go back to the time when Huka and I went and arrived there among Tapuika. The statement, the mandate was made at Makahae—that one of the courtyards there—to combine, because that was the situation with all claims, so that this matter could move forward. Eventually and over a period of time, this is the conclusion on this very day. The thoughts go back to the journey upon Rangiteaorere, upon Ngāti Rangiteaorere. The request was the same. I am not really sure whether I attended that meeting, but I was at Waiōhewa, that one of the courtyards. So this is why the heart laments for those who are not here today. Therefore, come forth with the many deaths from within Tapuika and from Ngāti Rangiteaorere that are upon you. But they must also gather here today because it is indeed a beautiful day, aside from the rain out there. But, as far as this matter is concerned, let us say it is the culmination of important and lengthy work over the past years. </em>, '\n', <strong></strong>, '\n']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,15,"['\n', <em>I turn to the Minister who commented. What he knows about me and Rangiwewehi is good. He knows about this supernatural guardian Pekehauā. Well done, Minister. I commend you highly, and I endorse the accolades accorded to you by this man Tau Hēnare, in regard to your efforts to meet the expectations of all tribes of the country, and to ensure their claims are completed well. Fellow colleagues, a few years ago I told the Minister that only a minuscule amount is returned to tribes, but ultimately matters in this House of Parliament are left for each individual iwi to address. If it is achieved, that is good. If not, that is the purpose of a discussion. </em>, '\n', <strong></strong>, '\n']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,16,"['\n', <em>Therefore, what about our dead friends? Seeing the photographs you have with you moves one to mourn, weep, and cry. Indeed, to my numerous I am saddened by the circumstances of our deaths in the past weeks, and the great calamities that have come upon us back home. Therefore, I see Haami there, the person who urged this matter along when it began. I can see Hukarere. </em>, '\n', <strong></strong>, '\n', <em>Sh</em>, '\n', <strong></strong>, '\n', <em>e was one who went to all tribal gatherings. Recently it was Marla. She remains a pillar for our elder Haami. I can see Ngāti Rangiwewehi, coastal-wise, and their kin Ngāti Rangiwewehi, inland-wise; greetings to us all. So let us leave it at that. </em>, '\n', <strong></strong>, '\n']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,17,"['\n', <em>I do have great admiration for us all, and especially that short woman there, you Patsy. Congratulations to you, to the lady who strongly urged that matters be discussed until it reached this level. The good thing about a woman is that she sits, listens, and critically analyses issues, and then makes a decision. To my understanding, </em>, '\n', <strong></strong>, '\n', <em>that is what I heard at Ngati Moko from</em>, '\n', <strong></strong>, '\n', <em> these three tribes. You are the woman who carefully brought the stories together as one. I commend you greatly. So enough. </em>, '\n', <strong></strong>, '\n']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,18,"['\n', <em>My closing word to us all goes like this. I am not a god but merely bringing it up. The difficult part of getting this matter here has ended. My point is about this question. What about tomorrow? The day after tomorrow? The weeks and months ahead, in terms of benefits for the children and grandchildren? I was intimately involved once years ago. It was not as though I warmed to all the stories about our claims, but I left it in the </em>, '\n', <strong></strong>, '\n', <em>hands of those who addressed this matter. What about tomorrow, the day after, and the years ahead is the primary concern within. Yes, we have received funding and some land, but those are of no consequence if we do not make them grow, to ensure that benefits accrue for the betterment of our children and grandchildren. So I urge us to work hard to arrange schemes for the children and grandchildren. It is not as though this is the finish; it is better to say that this is perhaps the beginning, the start towards the future. </em>, '\n', <strong></strong>, '\n']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000287/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,19,"['\n', <em>And so, I am euphoric. Shortly we will feast, but meetings are recalled. Thoughts go back to those who have passed away, to the arguments, and to the decisions that emerged. To my diminutive ones and great ones throughout our House, greetings to you, salutations to you, and congratulations to us all. Be strong and courageous, going forward into the future. Rangiwewehi, we have the traditional song, and after that it will continue on until we get to </em>, '\n', <strong></strong>, '\n', <em>1 o’clock</em>, '\n', <strong></strong>, '\n', <em>. Tapuika, ease up on the length of your traditional song.</em>, '\n', <strong></strong>, ']\r\n        ']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000313/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,1,['[Sitting date: 09 April 2014. Volume:697;Page:17167. Text is incorporated into the Bound Volume.]']
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000313/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,2,"['\n', <a name=""time_12:57:38""></a>, '\n', <strong>TE URUROA FLAVELL (Co-Leader—Māori Party):</strong>, '\r\n           Mai e te tipua, mai e te tawhito, mai e te kāhui o ngā ariki, mai eee tāwhiwhi ki ngā atua. Ōī, ka takina te mauri, ko te mauri i ahua noa mai ki runga ki ēnei taura, ki runga ki ēnei tauira. Kia tau te mauri ki runga ki ēnei tamatāne, tamawāhine he tukuna nō te whaiorooro a Tānetewaiora. Tēnei te matatau ka eke, whakatū tārewa ki te rangi. Ūhi, wēro, hara mai te toki, haumi e, hui e, taiki e!\r\n        ']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140411_00000313/flavell-te-ururoa-ng%C4%81ti-rangiteaorere-claims-settlement,09-Apr-2014  ,"Flavell, Te Ururoa: NgÄti Rangiteaorere Claims Settlement Bill, NgÄti Rangiwewehi Claims Settlement Bill, Tapuika Claims Settlem  ",Te Ururoa Flavell;  ,3,"['\r\n          [', <em>I invoke the inspiration and guidance from the universe and the gods. Therefore, I bestow upon these disciples and young men and women the life-force under the auspices of Tāne, the giver of life. I invoke the inspiration and guidance from the universe and the gods. Therefore, I bestow upon these disciples and young men and women the life-force under the auspices of Tāne, the giver of life. Let them attain the sacred knowledge from the highest heavens. Hold fast, hold strong, and let it be done!</em>, <strong></strong>, ']\r\n        ']"
https://www.parliament.nz/en/pb/hansard-debates/rhr/document/50HansS_20140726_00000013/flavell-te-ururoa-t%C5%ABhoe-claims-settlement-bill-te-urewera,23-Jul-2014  ,"Flavell, Te Ururoa: TĹŤhoe Claims Settlement Bill, Te Urewera Bill â Third Readings  ",Te Ururoa Flavell;  ,1,['[Sitting date: 23 July 2014. Volume:700;Page:19463. Text is incorporated into the Bound Volume.]']
